ocid,id,initiationType,buyer_id,buyer_name,language,value_amount,value_currency,numberOfTenderers,date,tag,release_id,winer_name,numero,eligibilityCriteria,description
ocds-5wno2w-LICSG-PGE-UAM-1-2022-2503,LICSG-PGE-UAM-1-2022-2503-2022-05-17T11:35:38.381Z-compiled,tender,EC-RUC-1760002280001-2503,PROCURADURIA GENERAL DEL ESTADO ,es,38404.56,USD,1,2022-05-17T06:43:01-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-PGE-UAM-1-2022-2503-2022-05-17T11:35:38.381Z-compiled,ASEGURADORA DEL SUR C. A.,1,"Experiencia,Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica",POR CONVENIR A LOS INTERESES DE LA PGE
ocds-5wno2w-LICSG-CES-01-2022-399652,LICSG-CES-01-2022-399652-2022-05-11T11:23:09.314Z-compiled,tender,EC-RUC-1768163410001-399652,CONSEJO DE EDUCACION SUPERIOR,es,9302.35,USD,4,2022-05-11T06:30:15-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-CES-01-2022-399652-2022-05-11T11:23:09.314Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Adjudicar el proceso para la CONTRATACIÓN DE LAS PÓLIZAS DE SEGUROS PARA LOS BIENES INSTITUCIONALES EN LOS RAMOS DE: VEHÍCULOS ROBO Y/O ASALTO INCENDIO Y LÍNEAS ALIADAS EQUIPO ELECTRÓNICO Y, OTROS DEL CONSEJO DE EDUCACIÓN SUPERIOR, a la compañía SEGUROS ALIANZA S A. con RUC: 1790551350001 dentro del proceso de Licitación de Seguros, signado con el código LICSG-CES-01-2022 , por el valor de USD 4.716,33 CUATRO MIL SETECIENTOS DIEZ Y SEIS CON 33/100 DÓLARES DE LOS ESTADOS UNIDOS DE AMÉRICA, más el IVA y un plazo de ejecución del servicio contratado será por 365 días, contados a partir del 01 de marzo de 2022, por ser esta oferta la más conveniente a los intereses institucionales, desde el punto de vista técnico, económico y legal"
ocds-5wno2w-LIS-EPEMMPA-001-2022-276794,LIS-EPEMMPA-001-2022-276794-2022-02-07T17:41:03.584Z-compiled,tender,EC-RUC-0660835430001-276794,"EMPRESA PUBLICA MUNICIPAL MERCADO DE PRODUCTORES AGRICOLAS ""SAN PEDRO DE RIOBAMBA""",es,13284.95,USD,1,2022-02-07T12:43:01-05:00,"[""planning"",""tender"",""award""]",LIS-EPEMMPA-001-2022-276794-2022-02-07T17:41:03.584Z-compiled,ASEGURADORA DEL SUR C. A.,2,"Experiencia,Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica,Experiencia Personal Técnico",CUMPLE CON TODO LO SOLICITADO POR LA ENTIDAD
ocds-5wno2w-LICSG-EMOVEP-001-202-315805,LICSG-EMOVEP-001-202-315805-2022-06-14T12:14:48.698Z-compiled,tender,EC-RUC-0160049360001-315805,EMPRESA PUBLICA DE MOVILIDAD TRANSITO Y TRANSPORTE DE CUENCA,es,200000,USD,2,2022-06-14T07:23:16-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-EMOVEP-001-202-315805-2022-06-14T12:14:48.698Z-compiled,ASEGURADORA DEL SUR C. A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","ADJUDICAR el proceso de contratación de Licitación de Seguros signado con código Nro. LICSG-EMOVEP-001-2022 cuyo objeto es el ?PROGRAMA DE SEGUROS GENERALES Y ACCIDENTES PERSONALES, PARA LA EMOV EP?, al oferente ASEGURADORA DEL SUR C.A., con número de RUC 0190123626001 por el valor de $ 167.446,77 CIENTO SESENTA Y SIETE MIL CUATROCIENTOS CUARENTA Y SEIS CON 77/100 sin incluir el IVA, por cumplir con los requisitos mínimos establecidos en los términos de referencia, pliegos del presente proceso de contratación y haber culminado la etapa de negociación exitosamente, siendo esto conveniente para la EMOV EP en sus aspectos técnicos y económicos."
ocds-5wno2w-LICSG-FGE-001-2022-46469,LICSG-FGE-001-2022-46469-2022-10-13T15:37:49.043Z-compiled,tender,EC-RUC-1760010970001-46469,Fiscalía General,es,198325.22,USD,2,2022-10-13T12:03:46-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-FGE-001-2022-46469-2022-10-13T15:37:49.043Z-compiled,LATINA SEGUROS Y REASEGUROS C.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",Por tener el mayor puntaje de 100/100 puntos en la  evaluación de las ofertas
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Programación de los Servicios",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Cumplimiento Especificaciones,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LIS-CBSP-001-2022...-877989,LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,tender,EC-RUC-1865043480001-877989,CUERPO DE BOMBEROS SANTIAGO DE PILLARO,es,22569.63,USD,2,2022-02-22T04:47:32-05:00,"[""planning"",""tender"",""award""]",LIS-CBSP-001-2022...-877989-2022-02-22T09:46:35.657Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",POR CUMPLIR TODOS LOS REQUERIMIENTOS INSTITUCIONALES
ocds-5wno2w-LICSG-GADMUR-01-2022-2485,LICSG-GADMUR-01-2022-2485-2022-10-13T15:37:44.831Z-compiled,tender,EC-RUC-1760003920001-2485,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON RUMIÑAHUI GADMUR,es,237636.52,USD,3,2022-10-13T12:03:52-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-GADMUR-01-2022-2485-2022-10-13T15:37:44.831Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Se ADJUDICA a SEGUROS ALIANZA S.A. con RUC 1790551350001, el contrato de Licitación de Seguros LICSG-GADMUR-01-2022 para la ejecución del proyecto ?CONTRATACIÓN PARA CUBRIR COSTOS DE SEGUROS GENERALES GADMUR?, por cumplir lo solicitado por el GADMUR y lo dispuesto en la normativa legal vigente."
ocds-5wno2w-LIC-GADPRT-002-2022-128554,LIC-GADPRT-002-2022-128554-2022-03-18T10:26:45.916Z-compiled,tender,EC-RUC-0160026230001-128554,GOBIERNO AUTONOMO DESCENTRALIZADO PARROQUIAL DE TARQUI,es,8250,USD,2,2022-03-18T05:29:48-05:00,"[""planning"",""tender"",""award"",""contract""]",LIC-GADPRT-002-2022-128554-2022-03-18T10:26:45.916Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",EN VIRTUD DEL ACTA DE CALIFICACION
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Experiencia,Oferta Económica,Otros Parámetros de Calificación","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
ocds-5wno2w-LICSG-08D04S-01-2022-167462,LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,16126.13,USD,3,2022-07-19T08:00:14-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICSG-08D04S-01-2022-167462-2022-07-19T12:48:52.676Z-compiled,SEGUROS ALIANZA S A,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE CON LA INTEGRIDAD, REQUISITOS Y PARÁMETROS MÍNIMOS SOLICITADOS EN EL PLIEGO Y TÉRMINOS DE REFERENCIA Y ADEMAS OBTUVO LA CALIFICACIÓN DEL 98 POR CIENTO"
