ocid,id,initiationType,buyer_id,buyer_name,language,value_amount,value_currency,numberOfTenderers,date,tag,release_id,winer_name,numero,eligibilityCriteria,description
ocds-5wno2w-LICS-AGUAPAS-01-2020-585093,LICS-AGUAPAS-01-2020-585093-2021-11-29T14:22:13.592Z,tender,EC-RUC-0760051760001-585093,EMPRESA PUBLICA DE AGUA ALCANTARILLADO Y ASEO DE PASAJE AGUAPAS EP,es,14253.05,USD,3,2020-03-06T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-AGUAPAS-01-2020-585093-2021-11-29T14:22:13.592Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Certificados de calidad de bienes,Ponderación Variable producción Nacional Pymes,Otros Parámetros de Calificación,Experiencia General,Experiencia Personal Técnico,Programación de los Servicios",en conformidad con la Resolución administrativa 052-GG-2020 EMITIDA POR LA MAXIMA AUTORIDAD
ocds-5wno2w-LIC-ESPOCH-UCP-01-20-53390,LIC-ESPOCH-UCP-01-20-53390-2021-11-29T14:28:14.040Z,tender,EC-RUC-0660001250001-53390,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,es,36214.95,USD,5,2020-05-05T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-ESPOCH-UCP-01-20-53390-2021-11-29T14:28:14.040Z,SEGUROS EQUINOCCIAL S. A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por obtener el mayor puntaje al cumplir con todos los requisitos mínimos establecidos en el pliego y presentar las mejores condiciones en ventajas adicionales, deducibles y beneficios"
ocds-5wno2w-LIC-ESPOCH-UCP-01-20-53390,LIC-ESPOCH-UCP-01-20-53390-2021-11-29T14:28:14.040Z,tender,EC-RUC-0660001250001-53390,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,es,36214.95,USD,5,2020-05-05T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-ESPOCH-UCP-01-20-53390-2021-11-29T14:28:14.040Z,SEGUROS EQUINOCCIAL S. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por obtener el mayor puntaje al cumplir con todos los requisitos mínimos establecidos en el pliego y presentar las mejores condiciones en ventajas adicionales, deducibles y beneficios"
ocds-5wno2w-LIC-ESPOCH-UCP-01-20-53390,LIC-ESPOCH-UCP-01-20-53390-2021-11-29T14:28:14.040Z,tender,EC-RUC-0660001250001-53390,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,es,99990,USD,2,2020-05-05T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-ESPOCH-UCP-01-20-53390-2021-11-29T14:28:14.040Z,SEGUROS EQUINOCCIAL S. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por obtener el mayor puntaje al cumplir con todos los requisitos mínimos establecidos en el pliego y presentar las mejores condiciones en ventajas adicionales, deducibles y beneficios"
ocds-5wno2w-LIC-ESPOCH-UCP-01-20-53390,LIC-ESPOCH-UCP-01-20-53390-2021-11-29T14:28:14.040Z,tender,EC-RUC-0660001250001-53390,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,es,99990,USD,2,2020-05-05T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-ESPOCH-UCP-01-20-53390-2021-11-29T14:28:14.040Z,SEGUROS EQUINOCCIAL S. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","Por obtener el mayor puntaje al cumplir con todos los requisitos mínimos establecidos en el pliego y presentar las mejores condiciones en ventajas adicionales, deducibles y beneficios"
ocds-5wno2w-LIC-ESPOCH-UCP-02-20-53390,LIC-ESPOCH-UCP-02-20-53390-2021-11-29T14:31:06.699Z,tender,EC-RUC-0660001250001-53390,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,es,8300,USD,2,2020-06-11T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-ESPOCH-UCP-02-20-53390-2021-11-29T14:31:06.699Z,HISPANA DE SEGUROS S.A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por ser la única oferta calificada al cumplir con todos los requisitos mínimos establecidos en el pliego del proceso y, en consecuencia, haber obtenido el mayor puntaje."
ocds-5wno2w-LIC-ESPOCH-UCP-04-20-53390,LIC-ESPOCH-UCP-04-20-53390-2021-11-29T14:32:23.749Z,tender,EC-RUC-0660001250001-53390,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,es,52466.91,USD,4,2020-06-26T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-ESPOCH-UCP-04-20-53390-2021-11-29T14:32:23.749Z,SEGUROS SUCRE S.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",Por haber obtenido el mayor puntaje dentro del presente proceso
ocds-5wno2w-LICS-ARCSA-001-2020-488199,LICS-ARCSA-001-2020-488199-2021-11-29T14:23:52.312Z,tender,EC-RUC-1768169530001-488199,"AGENCIA NACIONAL DE REGULACION, CONTROL Y VIGILANCIA SANITARI",es,9084.27,USD,3,2020-03-20T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-ARCSA-001-2020-488199-2021-11-29T14:23:52.312Z,HISPANA DE SEGUROS S.A.,0,"Oferta Económica,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica",POR CUMPLIR CON LOS REQUERIMIENTOS TÉCNICOS Y ECONÓMICOS ESTABLECIDOS EN EL PLIEGO Y POR OBTENER EL MAYOR PUNTAJE.
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,54275.07,USD,5,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,54275.07,USD,5,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia Personal Técnico",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,54275.07,USD,5,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,64262.96,USD,4,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,64262.96,USD,4,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,64262.96,USD,4,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,12856.76,USD,3,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,0,"Oferta Económica,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,12856.76,USD,3,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBCC-001-2020-93160,LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,tender,EC-RUC-2160061000001-93160,CUERPO DE BOMBEROS DEL CANTÓN CASCALES,es,12856.76,USD,3,2020-05-07T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBCC-001-2020-93160-2021-11-29T14:28:22.335Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,0,"Experiencia,Oferta Económica,Experiencia Específica,Experiencia Personal Técnico",Cumple con los parámetros solicitados en beneficio de la institución
ocds-5wno2w-LICS-CBGADMR-001-20-23861,LICS-CBGADMR-001-20-23861-2021-11-29T14:32:48.566Z,tender,EC-RUC-0660809190001-23861,CUERPO DE BOMBEROS DE RIOBAMBA,es,15178.57,USD,3,2020-07-01T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBGADMR-001-20-23861-2021-11-29T14:32:48.566Z,SEGUROS SUCRE S.A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Cumplimiento Especificaciones,Experiencia General",POR HABER ALCANZADO LA CALIFICACION MAS ALTA
ocds-5wno2w-LIC-HDMJ-001-2020-19350,LIC-HDMJ-001-2020-19350-2021-11-29T14:22:54.197Z,tender,EC-RUC-0968506110001-19350,HOSPITAL MARIANA DE JESUS,es,13845.14,USD,2,2020-03-11T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-HDMJ-001-2020-19350-2021-11-29T14:22:54.197Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",POR HABER CUMPLIDO CON TODOS LOS REQUISITOS MINIMOS REQUERIDOS Y SER EL GANADOR DENTRO DEL PROCESO DE LICITACION
ocds-5wno2w-LICS-CBJS-001-2020-88030,LICS-CBJS-001-2020-88030-2021-11-29T14:23:49.085Z,tender,EC-RUC-2160017530001-88030,CUERPO DE BOMBEROS DE JOYA DE LOS SACHAS,es,33064.75,USD,4,2020-03-20T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBJS-001-2020-88030-2021-11-29T14:23:49.085Z,ASEGURADORA DEL SUR C. A.,0,"Experiencia,Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica",POR OBTENER LA CALIFICACION MAS ALTA
ocds-5wno2w-LICS-CBJS-001-2020-88030,LICS-CBJS-001-2020-88030-2021-11-29T14:23:49.085Z,tender,EC-RUC-2160017530001-88030,CUERPO DE BOMBEROS DE JOYA DE LOS SACHAS,es,33064.75,USD,4,2020-03-20T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBJS-001-2020-88030-2021-11-29T14:23:49.085Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",POR OBTENER LA CALIFICACION MAS ALTA
ocds-5wno2w-LICS-CBJS-001-2020-88030,LICS-CBJS-001-2020-88030-2021-11-29T14:23:49.085Z,tender,EC-RUC-2160017530001-88030,CUERPO DE BOMBEROS DE JOYA DE LOS SACHAS,es,18085.02,USD,2,2020-03-20T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBJS-001-2020-88030-2021-11-29T14:23:49.085Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",POR OBTENER LA CALIFICACION MAS ALTA
ocds-5wno2w-LICS-CBJS-001-2020-88030,LICS-CBJS-001-2020-88030-2021-11-29T14:23:49.085Z,tender,EC-RUC-2160017530001-88030,CUERPO DE BOMBEROS DE JOYA DE LOS SACHAS,es,18085.02,USD,2,2020-03-20T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBJS-001-2020-88030-2021-11-29T14:23:49.085Z,ASEGURADORA DEL SUR C. A.,0,"Experiencia,Oferta Económica,Otros Parámetros de Calificación,Experiencia Personal Técnico",POR OBTENER LA CALIFICACION MAS ALTA
ocds-5wno2w-LICS-CBMCP-001-2020-39197,LICS-CBMCP-001-2020-39197-2021-11-29T14:16:35.485Z,tender,EC-RUC-1660160370001-39197,Cuerpo de Bomberos de Pastaza,es,44454.99,USD,2,2020-01-22T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBMCP-001-2020-39197-2021-11-29T14:16:35.485Z,SEGUROS SUCRE S.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","por cumplir  con los requisitos solicitados, además de los parámetros de calificación previstos en los pliegos precontractuales y tiener el mejor puntaje calificado para este proceso."
ocds-5wno2w-LICS-CBMCP-002-2020-39197,LICS-CBMCP-002-2020-39197-2021-11-29T14:32:50.966Z,tender,EC-RUC-1660160370001-39197,Cuerpo de Bomberos de Pastaza,es,19127.11,USD,2,2020-07-02T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBMCP-002-2020-39197-2021-11-29T14:32:50.966Z,EQUIVIDA COMPAÑÍA DE SEGUROS S.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",POR HABER CUMPLIDO CON LOS REQUISITOS ESTABLECIDOS EN LOS PLIEGOS Y HABER OBTENIDO EL MEJOR PUNTAJE PARA ESTE PROCESO
ocds-5wno2w-LIC-IACBP-001-2020-85808,LIC-IACBP-001-2020-85808-2021-11-29T14:16:16.208Z,tender,EC-RUC-1865012330001-85808,INSTITUCION AUTONOMA CUERPO DE BOMBEROS DEL CANTON PELILEO,es,24212.14,USD,5,2020-01-13T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-IACBP-001-2020-85808-2021-11-29T14:16:16.208Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",CUMPLE CON LO REQUERIDO POR LA INSTITUCIÓN
ocds-5wno2w-LIC-IACBP-001-2020-85808,LIC-IACBP-001-2020-85808-2021-11-29T14:16:16.208Z,tender,EC-RUC-1865012330001-85808,INSTITUCION AUTONOMA CUERPO DE BOMBEROS DEL CANTON PELILEO,es,24212.14,USD,5,2020-01-13T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-IACBP-001-2020-85808-2021-11-29T14:16:16.208Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica",CUMPLE CON LO REQUERIDO POR LA INSTITUCIÓN
ocds-5wno2w-LIC-IACBP-001-2020-85808,LIC-IACBP-001-2020-85808-2021-11-29T14:16:16.208Z,tender,EC-RUC-1865012330001-85808,INSTITUCION AUTONOMA CUERPO DE BOMBEROS DEL CANTON PELILEO,es,410007.07,USD,3,2020-01-13T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-IACBP-001-2020-85808-2021-11-29T14:16:16.208Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",CUMPLE CON LO REQUERIDO POR LA INSTITUCIÓN
ocds-5wno2w-LIC-IACBP-001-2020-85808,LIC-IACBP-001-2020-85808-2021-11-29T14:16:16.208Z,tender,EC-RUC-1865012330001-85808,INSTITUCION AUTONOMA CUERPO DE BOMBEROS DEL CANTON PELILEO,es,410007.07,USD,3,2020-01-13T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-IACBP-001-2020-85808-2021-11-29T14:16:16.208Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",CUMPLE CON LO REQUERIDO POR LA INSTITUCIÓN
ocds-5wno2w-LIC-SEG-HGP-001-2020-2711,LIC-SEG-HGP-001-2020-2711-2021-11-29T14:34:00.625Z,tender,EC-RUC-1660003510001-2711,HOSPITAL GENERAL PUYO,es,22471.74,USD,3,2020-07-14T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LIC-SEG-HGP-001-2020-2711-2021-11-29T14:34:00.625Z,SEGUROS SUCRE S.A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","Luego de la revisión, análisis y calificación de la oferta presentada, la Delegación técnica recomienda a la máxima autoridad, la adjudicación al oferente SEGUROS SUCRE S.A.,  debido a que CUMPLE con la integridad, requisitos y parámetros mínimos y además porque en la evaluación por puntaje tiene una calificación de 100 puntos, del proceso de contratación de Licitación de Seguros  signado con el  N  LIC-SEG-HGP-001-2020, cuyo objeto es  CONTRATACIÓN DEL SERVICIO ?POLIZAS DE SEGUROS EN LOS RAMOS DE INCENDIO Y LÍNEAS ALIADAS, ROBO, EQUIPO ELECTRÓNICO Y ROTURA DE MAQUINARIA PARA EL HOSPITAL GENERAL PUYO?, por un valor  de USD $10.759,01 Diez mil setecientos cincuenta y nueve Dólares de los Estados Unidos de América con 01/100."
ocds-5wno2w-LICS-CBSE-001-2020-222424,LICS-CBSE-001-2020-222424-2021-11-29T14:18:51.222Z,tender,EC-RUC-0968563340001-222424,CUERPO DE BOMBEROS DE SANTA ELENA,es,15430.79,USD,2,2020-02-14T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICS-CBSE-001-2020-222424-2021-11-29T14:18:51.222Z,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Personal Técnico",Por cumplir con la integridad de la oferta y los parámetros de evaluación definidos por la entidad.
