ocid,id,initiationType,buyer_id,buyer_name,language,value_amount,value_currency,numberOfTenderers,date,tag,release_id,winer_name,numero,eligibilityCriteria,description
ocds-5wno2w-LCS-DIGMAT-001-2021-2465,LCS-DIGMAT-001-2021-2465-2021-11-29T10:54:57.916Z,tender,EC-RUC-1768011230001-2465,DIGMAT,es,310988.82,USD,4,2021-05-06T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LCS-DIGMAT-001-2021-2465-2021-11-29T10:54:57.916Z,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por haber alcanzado el puntaje de 100 puntos, conforme a los parámetros de calificación establecido en el pliego, y por representar el mejor costo."
ocds-5wno2w-LCS-001-GADMCP-2021-2786,LCS-001-GADMCP-2021-2786-2021-11-29T10:53:55.656Z,tender,EC-RUC-1360002920001-2786,MUNICIPIO DE PEDERNALES,es,86214.76,USD,2,2021-04-28T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LCS-001-GADMCP-2021-2786-2021-11-29T10:53:55.656Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Equipo Propuesto,Personal Técnico,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Por haber cumplido con los  requisitos establecidos por la entidad.
ocds-5wno2w-LCS-CBE-001-2021-320888,LCS-CBE-001-2021-320888-2021-11-29T11:07:17.645Z,tender,EC-RUC-0860034220001-320888,CUERPO DE BOMBEROS DE ESMERALDAS,es,38479.8,USD,1,2021-07-15T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LCS-CBE-001-2021-320888-2021-11-29T11:07:17.645Z,EQUIVIDA COMPAÑÍA DE SEGUROS S.A.,1,"Oferta Económica,Personal Técnico,Experiencia General,Experiencia Específica",Por ser conveniente a los intereses de la Institución Contratante
ocds-5wno2w-LBS-HPAV-001-2021-137276,LBS-HPAV-001-2021-137276-2022-10-13T18:26:35.039Z-compiled,tender,EC-RUC-0660800990001-137276,HOSPITAL PEDIATRICO ALFONSO VILLAGOMEZ,es,14374.95,USD,3,2022-10-13T13:46:41-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LBS-HPAV-001-2021-137276-2022-10-13T18:26:35.039Z-compiled,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","CONFORME RESOLUCION DE ADJUDICACION, EN ATENCION A INFORME DE RECOMENDACION GENERADO POR DELEGACION TECNICA."
ocds-5wno2w-LIBS-CBZ-01-2021-1043372,LIBS-CBZ-01-2021-1043372-2021-11-29T11:05:25.372Z,tender,EC-RUC-1990014929001-1043372,CUERPO DE BOMBEROS ZAMORA,es,11920.09,USD,2,2021-07-08T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LIBS-CBZ-01-2021-1043372-2021-11-29T11:05:25.372Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Personal Técnico",CUMPLE CON LA CONDICIONES TÉCNICAS Y ECONÓMICAS OFERTADAS EN LOS PLIEGOS.
ocds-5wno2w-LIC-003-GADMCH-2021-77741,LIC-003-GADMCH-2021-77741-2021-11-29T11:09:02.282Z,tender,EC-RUC-1560001400001-77741,Municipio El Chaco,es,60751.53,USD,1,2021-07-27T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LIC-003-GADMCH-2021-77741-2021-11-29T11:09:02.282Z,ASEGURADORA DEL SUR C. A.,1,"Experiencia,Oferta Económica,Certificados de calidad de bienes,Otros Parámetros de Calificación,Experiencia Específica",Por cumplir con todo lo solicitado en los pliegos a beneficio de la entidad
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,28938.67,USD,1,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,28938.67,USD,1,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,28938.67,USD,1,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,30000,USD,3,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,30000,USD,3,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,30000,USD,3,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia Específica",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,181289.78,USD,2,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,181289.78,USD,2,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Oferta Económica,Otros Parámetros de Calificación,Metodología y Cronograma,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LIC-12D03-001-2021-541553,LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,tender,EC-RUC-1260046560001-541553,DIRECCION DISTRITAL 12D03 - MOCAHE - QUEVEDO - EDUCACION,es,181289.78,USD,2,2021-06-18T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-12D03-001-2021-541553-2021-11-29T11:27:32.709Z,SEGUROS ALIANZA S A,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",Se realiza la adjudicación por presenta la mejor oferta en beneficio de la institución tanto en costo como en condiciones.
ocds-5wno2w-LCS-EMAPASOSQ01-2021-820920,LCS-EMAPASOSQ01-2021-820920-2021-11-29T10:46:08.630Z,tender,EC-RUC-0860049090001-820920,"EMPRESA PÙBLICA MUNICIPAL DE AGUA POTABLE, Y ALCANTARILLADO, SANEAMIENTO AMBIENTAL, OBRAS Y SERVICIOS PARA EL CANTON QUININDE EMAPASOSQ-EP",es,149555.5,USD,2,2021-03-01T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LCS-EMAPASOSQ01-2021-820920-2021-11-29T10:46:08.630Z,SEGUROS EQUINOCCIAL S. A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",CUMPLE CON LO SOLICITADO
ocds-5wno2w-LCS-EPM-001-2021-700125,LCS-EPM-001-2021-700125-2021-11-29T11:41:11.152Z,tender,EC-RUC-1060041100001-700125,EMPRESA PUBLICA DE MOVILIDAD DEL NORTE,es,21169.93,USD,1,2021-10-13T00:00:00-05:00,"[""planning"",""tender"",""award""]",LCS-EPM-001-2021-700125-2021-11-29T11:41:11.152Z,ASEGURADORA DEL SUR C. A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Una vez finalizada la etapa de calificación de ofertas, los miembros de la Comisión Técnica del proceso signado con el código LCS-EPM-001-2021 para la ?CONTRATACIÓN DE SEGUROS GENERALES PARA LA EMPRESA PÚBLICA DE MOVILIDAD DEL NORTE MOVIDELNOR EP? , recomiendan a la Máxima Autoridad la adjudicación del proceso al oferente ASEGURADORA DEL SUR C.A. con RUC: 0190123626001, por haber obtenido el mayor puntaje 93/100 puntos , por un monto total de USD $ 141.860,54 ciento cuarenta y un mil ochocientos sesenta con 54/100 Dólares de los Estados Unidos de América sin incluir IVA."
ocds-5wno2w-LCS-MPORTO-2021-001-2332,LCS-MPORTO-2021-001-2332-2021-11-29T11:14:06.010Z,tender,EC-RUC-1360000200001-2332,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON PORTOVIEJO,es,236855.07,USD,2,2021-08-30T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LCS-MPORTO-2021-001-2332-2021-11-29T11:14:06.010Z,SEGUROS ALIANZA S A,1,"Experiencia,Oferta Económica,Otros Parámetros de Calificación",POR CUMPLIR CON LOS REQUISITOS SOLICITADOS POR LA ENTIDAD
ocds-5wno2w-LCS-TRAFFIC-001-2021-861091,LCS-TRAFFIC-001-2021-861091-2021-12-18T15:56:51.033Z-compiled,tender,EC-RUC-1792617197001-861091,TRAFFICNOR C.E.M.,es,27579.4,USD,2,2021-12-18T11:05:29-05:00,"[""planning"",""tender"",""award"",""contract""]",LCS-TRAFFIC-001-2021-861091-2021-12-18T15:56:51.033Z-compiled,MAPFRE ATLAS COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Art. 24.- Adjudicación.- La máxima autoridad de la Entidad Contratante o su delegado, adjudicará el contrato mediante resolución motivada, observando para el efecto lo definido en los números 17, 18 y 19 del artículo 6 de la Ley y, los parámetros objetivos de evaluación previstos en los Pliegos."
ocds-5wno2w-LCS-HEFFAA-003-2021-43246,LCS-HEFFAA-003-2021-43246-2022-03-22T11:01:53.620Z-compiled,tender,EC-RUC-1768012710001-43246,HOSPITAL DE ESPECIALIDADES FUERZAS ARMADAS NO. 1,es,16239.39,USD,3,2022-03-22T06:13:54-05:00,"[""planning"",""tender"",""award"",""contract""]",LCS-HEFFAA-003-2021-43246-2022-03-22T11:01:53.620Z-compiled,HISPANA DE SEGUROS S.A.,1,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","Adjudicar el presente Proceso a HISPANA DE SEGUROS por cumplir con lo solicitado en los Pliegos, de acuerdo con Oficio N. 2021-0556-HE-1-1-c, de fecha 01 de abril de 2021"
ocds-5wno2w-LIC-17D07-001-2021-455790,LIC-17D07-001-2021-455790-2021-11-29T11:15:24.535Z,tender,EC-RUC-1768170030001-455790,DIRECCION DISTRITAL 17D07 PARROQUIAS URBANAS CHILLOGALLO A LA ECUATORIANA EDUCACION,es,9610.32,USD,1,2021-09-01T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LIC-17D07-001-2021-455790-2021-11-29T11:15:24.535Z,COMPAÑIA DE SEGUROS CONDOR S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",El proveedor adjudicado cumple con todo lo establecido según la Norma Legal Vigente en los Términos de Referencia y Pliegos.
ocds-5wno2w-LICBSA-GADMCG-002-21-12403,LICBSA-GADMCG-002-21-12403-2021-11-29T11:37:52.410Z,tender,EC-RUC-0160000430001-12403,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON GUALACEO,es,29464.28,USD,2,2021-09-24T00:00:00-05:00,"[""planning"",""tender"",""award""]",LICBSA-GADMCG-002-21-12403-2021-11-29T11:37:52.410Z,ASEGURADORA DEL SUR C. A.,2,"Oferta Económica,Ponderación Variable producción Nacional Pymes,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",POR CUMPLIR CON TODO LO SOLICITADO EN LOS PLIEGOS Y SER LA OFERTA MAS CONVENIENTE PARA LA ENTIDAD.
ocds-5wno2w-LCS-HGP-001-2021-2711,LCS-HGP-001-2021-2711-2022-07-07T13:15:02.329Z-compiled,tender,EC-RUC-1660003510001-2711,HOSPITAL GENERAL PUYO,es,89275.47,USD,2,2022-07-07T08:27:09-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LCS-HGP-001-2021-2711-2022-07-07T13:15:02.329Z-compiled,ASEGURADORA DEL SUR C. A.,0,"Oferta Económica,Otros Parámetros de Calificación,Personal Técnico,Experiencia General,Experiencia Específica","CUMPLE con la integridad, requisitos y parámetros mínimos solicitados en el proceso de contratación de Régimen Especial signado con el  N  LCS-HGP-001-2021, cuyo objeto es de contratación es ?CONTRATACIÓN DEL PROGRAMA DE SEGUROS DE RAMOS GENERALES INCENDIO, ROBO, EQUIPO ELECTRICO Y ROTURA DE MAQUINARIA PARA EL HOSPITAL GENERAL PUYO?, por un valor de $9.602,80 Nueve mil seiscientos dos dólares de los Estados Unidos de América con 80/100"
ocds-5wno2w-LCS-EMAPSABF-01-2021-361156,LCS-EMAPSABF-01-2021-361156-2022-08-25T14:25:48.279Z-compiled,tender,EC-RUC-1260040280001-361156,Empresa Municipal de Agua Potable y Saneamiento Ambiental Buena Fe,es,39578.65,USD,2,2022-08-25T09:42:20-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LCS-EMAPSABF-01-2021-361156-2022-08-25T14:25:48.279Z-compiled,LATINA SEGUROS Y REASEGUROS C.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",CUMPLE CON TODOS LOS PARÁMETROS Y CONDICIONES SOLICITADOS EN EL PLIEGO
ocds-5wno2w-LCS-GADMCJ-01-2021-70755,LCS-GADMCJ-01-2021-70755-2022-10-13T18:29:51.642Z-compiled,tender,EC-RUC-1360020740001-70755,Ilustre Municipalidad del Cantón Jama,es,8929,USD,3,2022-10-13T13:46:44-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LCS-GADMCJ-01-2021-70755-2022-10-13T18:29:51.642Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","ADJUDICAR EL PROCESO DE LICITACION DE SEGUROS, SEGUN LA RESOLUCION Nro. 031"
ocds-5wno2w-LCS-SENADI-002-2021-903487,LCS-SENADI-002-2021-903487-2022-12-23T16:20:25.973Z-compiled,tender,EC-RUC-1768190490001-903487,SERVICIO NACIONAL DE DERECHOS INTELECTUALES,es,71428.57,USD,2,2022-12-23T11:24:00-05:00,"[""planning"",""tender"",""award"",""contract""]",LCS-SENADI-002-2021-903487-2022-12-23T16:20:25.973Z-compiled,ASEGURADORA DEL SUR C. A.,1,"Oferta Económica,Ponderación Variable Producción Nacional Otros,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",DE CONFORMIDAD A LO QUE SEÑALA LA RESOLUCION No. RA-005-2021-LCS-SENADI-002-2021
ocds-5wno2w-LIC-CBN-001-2021-120929,LIC-CBN-001-2021-120929-2021-11-29T11:29:16.175Z,tender,EC-RUC-0160016860001-120929,CUERPO DE BOMBEROS DEL CANTON NABON,es,31036.57,USD,3,2021-07-13T00:00:00-05:00,"[""planning"",""tender"",""award""]",LIC-CBN-001-2021-120929-2021-11-29T11:29:16.175Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica,Experiencia Personal Técnico",CUMPLE CON TODOS LOS PARAMETROS SOLICITADOS Y MEJORES BENEFICIOS ECONOMICOS PARA LA INSTITUCION.
ocds-5wno2w-LICBS-GADMLM-003-202-72467,LICBS-GADMLM-003-202-72467-2021-11-29T11:26:24.294Z,tender,EC-RUC-0560000890001-72467,GOBIERNO MUNICIPAL DE LA MANÁ,es,22219.73,USD,3,2021-06-01T00:00:00-05:00,"[""planning"",""tender"",""award""]",LICBS-GADMLM-003-202-72467-2021-11-29T11:26:24.294Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Equipo Propuesto,Experiencia General,Experiencia Específica",Por ser la mejor puntuada y ofrecer mejores beneficios
ocds-5wno2w-LICBSCRDPIC-001-2021-505647,LICBSCRDPIC-001-2021-505647-2021-11-29T10:43:21.136Z,tender,EC-RUC-1768174610001-505647,"CONSEJO DE REGULACION, DESARROLLO Y PROMOCION DE LA INFORMACION Y COMUNICACION",es,41470.94,USD,3,2021-08-13T00:00:00-05:00,"[""planning"",""tender"",""award"",""contract"",""implementation""]",LICBSCRDPIC-001-2021-505647-2021-11-29T10:43:21.136Z,SWEADEN COMPAÑIA DE SEGUROS S.A.,0,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",Por cumplir con los términos y condiciones establecidos en el pliego.
ocds-5wno2w-LICBS-GMSO-001-2021-84585,LICBS-GMSO-001-2021-84585-2022-07-29T13:23:45.565Z-compiled,tender,EC-RUC-0160002130001-84585,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SEVILLA DE ORO,es,13392.86,USD,3,2022-07-29T08:30:10-05:00,"[""planning"",""tender"",""award"",""contract""]",LICBS-GMSO-001-2021-84585-2022-07-29T13:23:45.565Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica,Experiencia Personal Técnico",EL PROVEEDOR CUMPLE CON LO REQUERIDO EN LOS PLIEGOS
