ocid,id,initiationType,buyer_id,buyer_name,language,value_amount,value_currency,numberOfTenderers,date,tag,release_id_x,winer_name,numero,eligibilityCriteria,description
ocds-5wno2w-LIS-CBGADMIS-001-23-102009,LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,tender,EC-RUC-0560016110001-102009,CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAQUISILI,es,230000,USD,2,2023-02-04T05:35:21-05:00,"[""planning"",""tender"",""award"",""contract""]",LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por cumplir con todo lo estipulado por la institución en el proceso de licitación de seguros, tomando muy encuentra que la oferta se esta a favor de los intereses institucionales."
ocds-5wno2w-LIS-CBGADMIS-001-23-102009,LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,tender,EC-RUC-0560016110001-102009,CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAQUISILI,es,230000,USD,2,2023-02-04T05:35:21-05:00,"[""planning"",""tender"",""award"",""contract""]",LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por cumplir con todo lo estipulado por la institución en el proceso de licitación de seguros, tomando muy encuentra que la oferta se esta a favor de los intereses institucionales."
ocds-5wno2w-LIS-CBGADMIS-001-23-102009,LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,tender,EC-RUC-0560016110001-102009,CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAQUISILI,es,113678.01,USD,3,2023-02-04T05:35:21-05:00,"[""planning"",""tender"",""award"",""contract""]",LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Certificados de calidad de bienes,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por cumplir con todo lo estipulado por la institución en el proceso de licitación de seguros, tomando muy encuentra que la oferta se esta a favor de los intereses institucionales."
ocds-5wno2w-LIS-CBGADMIS-001-23-102009,LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,tender,EC-RUC-0560016110001-102009,CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAQUISILI,es,113678.01,USD,3,2023-02-04T05:35:21-05:00,"[""planning"",""tender"",""award"",""contract""]",LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por cumplir con todo lo estipulado por la institución en el proceso de licitación de seguros, tomando muy encuentra que la oferta se esta a favor de los intereses institucionales."
ocds-5wno2w-LIS-CBGADMIS-001-23-102009,LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,tender,EC-RUC-0560016110001-102009,CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAQUISILI,es,113678.01,USD,3,2023-02-04T05:35:21-05:00,"[""planning"",""tender"",""award"",""contract""]",LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica,Experiencia Personal Técnico","Por cumplir con todo lo estipulado por la institución en el proceso de licitación de seguros, tomando muy encuentra que la oferta se esta a favor de los intereses institucionales."
ocds-5wno2w-LIS-CBGADMIS-001-23-102009,LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,tender,EC-RUC-0560016110001-102009,CUERPO DE BOMBEROS DEL GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON SAQUISILI,es,113678.01,USD,3,2023-02-04T05:35:21-05:00,"[""planning"",""tender"",""award"",""contract""]",LIS-CBGADMIS-001-23-102009-2023-02-04T10:34:56.685Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","Por cumplir con todo lo estipulado por la institución en el proceso de licitación de seguros, tomando muy encuentra que la oferta se esta a favor de los intereses institucionales."
ocds-5wno2w-LICSG-MDMQ-AG-01-23-41357,LICSG-MDMQ-AG-01-23-41357-2023-08-22T19:19:38.722Z-compiled,tender,EC-RUC-1760003410001-41357,GOBIERNO AUTONOMO DESCENTRALIZADO DEL DISTRITO METROPOLITANO DE QUITO,es,248878,USD,3,2023-08-22T16:57:26-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-MDMQ-AG-01-23-41357-2023-08-22T19:19:38.722Z-compiled,LATINA SEGUROS Y REASEGUROS C.A.,1,"Oferta Económica,Certificados de calidad de bienes,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",CONFORME A Resolución Nro. GADDMQ-DMA-2023-0005-R.
ocds-5wno2w-LICS-CBMM-01-2023-22249,LICS-CBMM-01-2023-22249-2023-02-04T10:34:59.985Z-compiled,tender,EC-RUC-1768099810001-22249,CUERPO DE BOMBEROS MUNICIPAL DE MACHALA,es,17189.88,USD,2,2023-02-04T05:35:21-05:00,"[""planning"",""tender"",""award""]",LICS-CBMM-01-2023-22249-2023-02-04T10:34:59.985Z-compiled,SWEADEN COMPAÑIA DE SEGUROS S.A.,2,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica",Cumple con lo solicitado en los pliegos.
ocds-5wno2w-LICSG-GADMT.001-2023-36463,LICSG-GADMT.001-2023-36463-2023-08-22T19:19:38.486Z-compiled,tender,EC-RUC-1560000270001-36463,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE TENA,es,62092.63,USD,1,2023-08-22T16:57:20-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-GADMT.001-2023-36463-2023-08-22T19:19:38.486Z-compiled,ASEGURADORA DEL SUR C. A.,1,"Oferta Económica,Certificados de calidad de bienes,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","De acuerdo al Art 32 de la LOSNCP y Resolución de Adjudicación N 001-RADA GADMT-UCCP-2023, suscrita por la maxima autoridad de acuerdo a la recomendación de la comisión técnica la empresa a adjudicar cumple con los requisitos y parametros estabelcidos en los pliegos."
ocds-5wno2w-LICS-GADMCE-01-2023-84608,LICS-GADMCE-01-2023-84608-2023-03-02T10:42:42.062Z-compiled,tender,EC-RUC-0860000240001-84608,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON ESMERALDAS,es,446353.04,USD,3,2023-03-02T05:43:50-05:00,"[""planning"",""tender"",""award""]",LICS-GADMCE-01-2023-84608-2023-03-02T10:42:42.062Z-compiled,LATINA SEGUROS Y REASEGUROS C.A.,2,"Oferta Económica,Indices Financieros,Experiencia General,Experiencia Específica",POR CUMPLIR CON LOS REQUISITOS MÍNIMOS SOLICITADOS EN LOS PLIEGOS DEL PROCESO
ocds-5wno2w-LICS-GAD-CA-001-2023-77384,LICS-GAD-CA-001-2023-77384-2023-08-22T19:19:57.264Z-compiled,tender,EC-RUC-0760000340001-77384,GOBIERNO AUTONOMO DESCENTRALIZADO DEL CANTON ATAHUALPA,es,26788.96,USD,3,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICS-GAD-CA-001-2023-77384-2023-08-22T19:19:57.264Z-compiled,ASEGURADORA DEL SUR C. A.,1,"Oferta Económica,Otros Parámetros de Calificación,Cumplimiento Especificaciones,Experiencia General,Experiencia Específica",por haber cumplido los requisitos establecidos en los pliegos.
ocds-5wno2w-LICS-GADMP-001-2023-39091,LICS-GADMP-001-2023-39091-2023-08-22T19:19:44.113Z-compiled,tender,EC-RUC-2160000130001-39091,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE PUTUMAYO,es,22321.43,USD,2,2023-08-22T16:57:04-05:00,"[""planning"",""tender"",""award"",""contract""]",LICS-GADMP-001-2023-39091-2023-08-22T19:19:44.113Z-compiled,ASEGURADORA DEL SUR C. A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",SEGUN ACTA DE CALIFICACION
ocds-5wno2w-LICS-GADPS-001-2023-3277,LICS-GADPS-001-2023-3277-2023-08-22T19:19:39.738Z-compiled,tender,EC-RUC-2160000210001-3277,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE SUCUMBIOS,es,145842,USD,3,2023-08-22T16:57:06-05:00,"[""planning"",""tender"",""award"",""contract""]",LICS-GADPS-001-2023-3277-2023-08-22T19:19:39.738Z-compiled,ASEGURADORA DEL SUR C. A.,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica",por ser conveniente para los intereses institucionales conforme a los términos establecidos en el numeral 18 del artículo 6 de la LOSNCP
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,31209,USD,2,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,31209,USD,2,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,31209,USD,2,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,31209,USD,2,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,31209,USD,2,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,87130.39,USD,3,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,87130.39,USD,3,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,87130.39,USD,3,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,87130.39,USD,3,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,87130.39,USD,3,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,60601.26,USD,1,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,60601.26,USD,1,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,60601.26,USD,1,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,60601.26,USD,1,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,60601.26,USD,1,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
ocds-5wno2w-LICSG-08D04S-01-2023-167462,LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,tender,EC-RUC-0860004580001-167462,DIRECCION DISTRITAL 08D04 - QUININDE - SALUD,es,34887.63,USD,2,2023-08-22T16:56:59-05:00,"[""planning"",""tender"",""award"",""contract""]",LICSG-08D04S-01-2023-167462-2023-08-22T19:20:04.760Z-compiled,SEGUROS ALIANZA S A,1,"Oferta Económica,Otros Parámetros de Calificación,Experiencia General,Experiencia Específica","CUMPLE con la integridad,requisitos y parámetros mínimos solicitados en el Pliego y Términos de Referencia yobtuvo 100 puntos"
